Request id,Pickup point,Driver id,Status,Trip duration (minutes),Demand-Supply Gap,Day of week,Hour of day,Time slot
401,City,43.0,Cancelled,0.0,1,Monday,8,Morning
461,City,43.0,Cancelled,0.0,1,Monday,9,Morning
289,City,44.0,Cancelled,0.0,1,Monday,7,Early Morning
1303,City,44.0,Cancelled,0.0,1,Monday,22,Night
1817,City,44.0,Cancelled,0.0,1,Tuesday,9,Morning
1520,City,45.0,Cancelled,0.0,1,Tuesday,5,Early Morning
1789,City,45.0,Cancelled,0.0,1,Tuesday,9,Morning
2484,Airport,45.0,Cancelled,0.0,1,Tuesday,20,Night
424,City,46.0,Cancelled,0.0,1,Monday,8,Morning
377,City,47.0,Cancelled,0.0,1,Monday,8,Morning
454,City,47.0,Cancelled,0.0,1,Monday,9,Morning
1603,City,47.0,Cancelled,0.0,1,Tuesday,6,Early Morning
2526,Airport,48.0,Cancelled,0.0,1,Tuesday,21,Night
141,City,49.0,Cancelled,0.0,1,Monday,5,Early Morning
491,City,49.0,Cancelled,0.0,1,Monday,9,Morning
1875,City,49.0,Cancelled,0.0,1,Tuesday,10,Morning
209,City,50.0,Cancelled,0.0,1,Monday,6,Early Morning
278,City,50.0,Cancelled,0.0,1,Monday,6,Early Morning
1381,City,50.0,Cancelled,0.0,1,Tuesday,1,Late Night
1781,City,52.0,Cancelled,0.0,1,Tuesday,9,Morning
1787,City,52.0,Cancelled,0.0,1,Tuesday,9,Morning
2423,Airport,52.0,Cancelled,0.0,1,Tuesday,20,Night
411,City,53.0,Cancelled,0.0,1,Monday,8,Morning
216,City,54.0,Cancelled,0.0,1,Monday,6,Early Morning
1898,City,54.0,Cancelled,0.0,1,Tuesday,10,Morning
2077,City,54.0,Cancelled,0.0,1,Tuesday,15,Afternoon
2486,Airport,54.0,Cancelled,0.0,1,Tuesday,20,Night
237,City,56.0,Cancelled,0.0,1,Monday,6,Early Morning
323,City,57.0,Cancelled,0.0,1,Monday,7,Early Morning
421,City,57.0,Cancelled,0.0,1,Monday,8,Morning
1458,City,57.0,Cancelled,0.0,1,Tuesday,4,Early Morning
1034,Airport,58.0,Cancelled,0.0,1,Monday,19,Evening
1543,City,58.0,Cancelled,0.0,1,Tuesday,6,Early Morning
328,City,59.0,Cancelled,0.0,1,Monday,7,Early Morning
580,City,59.0,Cancelled,0.0,1,Monday,10,Morning
235,City,61.0,Cancelled,0.0,1,Monday,6,Early Morning
2109,Airport,61.0,Cancelled,0.0,1,Tuesday,16,Evening
111,City,62.0,Cancelled,0.0,1,Monday,5,Early Morning
168,City,62.0,Cancelled,0.0,1,Monday,5,Early Morning
187,City,62.0,Cancelled,0.0,1,Monday,5,Early Morning
1492,City,62.0,Cancelled,0.0,1,Tuesday,5,Early Morning
474,City,63.0,Cancelled,0.0,1,Monday,9,Morning
1722,City,63.0,Cancelled,0.0,1,Tuesday,8,Morning
1325,City,64.0,Cancelled,0.0,1,Monday,23,Night
1723,City,65.0,Cancelled,0.0,1,Tuesday,8,Morning
1513,City,66.0,Cancelled,0.0,1,Tuesday,5,Early Morning
2011,City,66.0,Cancelled,0.0,1,Tuesday,13,Afternoon
176,City,67.0,Cancelled,0.0,1,Monday,5,Early Morning
386,City,68.0,Cancelled,0.0,1,Monday,8,Morning
528,City,68.0,Cancelled,0.0,1,Monday,9,Morning
2556,Airport,68.0,Cancelled,0.0,1,Tuesday,21,Night
245,City,69.0,Cancelled,0.0,1,Monday,6,Early Morning
1532,City,69.0,Cancelled,0.0,1,Tuesday,5,Early Morning
99,City,70.0,Cancelled,0.0,1,Monday,5,Early Morning
162,City,70.0,Cancelled,0.0,1,Monday,5,Early Morning
307,City,70.0,Cancelled,0.0,1,Monday,7,Early Morning
1767,City,70.0,Cancelled,0.0,1,Tuesday,8,Morning
353,City,72.0,Cancelled,0.0,1,Monday,7,Early Morning
397,City,72.0,Cancelled,0.0,1,Monday,8,Morning
1843,City,72.0,Cancelled,0.0,1,Tuesday,9,Morning
2019,City,72.0,Cancelled,0.0,1,Tuesday,13,Afternoon
1732,City,73.0,Cancelled,0.0,1,Tuesday,8,Morning
1984,City,73.0,Cancelled,0.0,1,Tuesday,12,Afternoon
2048,Airport,74.0,Cancelled,0.0,1,Tuesday,14,Afternoon
1426,City,76.0,Cancelled,0.0,1,Tuesday,4,Early Morning
1704,City,77.0,Cancelled,0.0,1,Tuesday,7,Early Morning
210,City,79.0,Cancelled,0.0,1,Monday,6,Early Morning
403,City,79.0,Cancelled,0.0,1,Monday,8,Morning
568,Airport,79.0,Cancelled,0.0,1,Monday,10,Morning
856,City,79.0,Cancelled,0.0,1,Monday,17,Evening
1757,City,79.0,Cancelled,0.0,1,Tuesday,8,Morning
2003,Airport,81.0,Cancelled,0.0,1,Tuesday,13,Afternoon
1881,City,82.0,Cancelled,0.0,1,Tuesday,10,Morning
1557,City,83.0,Cancelled,0.0,1,Tuesday,6,Early Morning
1661,City,83.0,Cancelled,0.0,1,Tuesday,7,Early Morning
2022,City,83.0,Cancelled,0.0,1,Tuesday,13,Afternoon
536,City,84.0,Cancelled,0.0,1,Monday,9,Morning
1134,Airport,84.0,Cancelled,0.0,1,Monday,20,Night
1604,City,84.0,Cancelled,0.0,1,Tuesday,6,Early Morning
1653,City,84.0,Cancelled,0.0,1,Tuesday,7,Early Morning
1695,City,84.0,Cancelled,0.0,1,Tuesday,7,Early Morning
324,City,85.0,Cancelled,0.0,1,Monday,7,Early Morning
1294,City,87.0,Cancelled,0.0,1,Monday,22,Night
428,City,88.0,Cancelled,0.0,1,Monday,8,Morning
450,City,88.0,Cancelled,0.0,1,Monday,9,Morning
432,City,89.0,Cancelled,0.0,1,Monday,8,Morning
2491,Airport,89.0,Cancelled,0.0,1,Tuesday,20,Night
543,City,91.0,Cancelled,0.0,1,Monday,10,Morning
2552,City,93.0,Cancelled,0.0,1,Tuesday,21,Night
202,City,94.0,Cancelled,0.0,1,Monday,6,Early Morning
341,City,94.0,Cancelled,0.0,1,Monday,7,Early Morning
1231,City,97.0,Cancelled,0.0,1,Monday,21,Night
1589,City,97.0,Cancelled,0.0,1,Tuesday,6,Early Morning
1815,City,97.0,Cancelled,0.0,1,Tuesday,9,Morning
239,City,98.0,Cancelled,0.0,1,Monday,6,Early Morning
551,City,98.0,Cancelled,0.0,1,Monday,10,Morning
2097,Airport,98.0,Cancelled,0.0,1,Tuesday,16,Evening
2613,Airport,98.0,Cancelled,0.0,1,Tuesday,22,Night
482,City,99.0,Cancelled,0.0,1,Monday,9,Morning
544,City,99.0,Cancelled,0.0,1,Monday,10,Morning
1227,Airport,99.0,Cancelled,0.0,1,Monday,21,Night
1489,City,99.0,Cancelled,0.0,1,Tuesday,5,Early Morning
2588,Airport,99.0,Cancelled,0.0,1,Tuesday,21,Night
1356,City,101.0,Cancelled,0.0,1,Monday,23,Night
1403,City,101.0,Cancelled,0.0,1,Tuesday,2,Late Night
2459,Airport,101.0,Cancelled,0.0,1,Tuesday,20,Night
1733,City,102.0,Cancelled,0.0,1,Tuesday,8,Morning
1937,Airport,102.0,Cancelled,0.0,1,Tuesday,11,Morning
334,City,103.0,Cancelled,0.0,1,Monday,7,Early Morning
1107,City,103.0,Cancelled,0.0,1,Monday,20,Night
427,City,104.0,Cancelled,0.0,1,Monday,8,Morning
852,Airport,104.0,Cancelled,0.0,1,Monday,17,Evening
1931,City,104.0,Cancelled,0.0,1,Tuesday,11,Morning
308,City,105.0,Cancelled,0.0,1,Monday,7,Early Morning
212,City,106.0,Cancelled,0.0,1,Monday,6,Early Morning
252,City,107.0,Cancelled,0.0,1,Monday,6,Early Morning
391,City,107.0,Cancelled,0.0,1,Monday,8,Morning
412,City,107.0,Cancelled,0.0,1,Monday,8,Morning
381,City,108.0,Cancelled,0.0,1,Monday,8,Morning
1864,City,109.0,Cancelled,0.0,1,Tuesday,9,Morning
2073,City,109.0,Cancelled,0.0,1,Tuesday,15,Afternoon
326,City,110.0,Cancelled,0.0,1,Monday,7,Early Morning
1401,City,110.0,Cancelled,0.0,1,Tuesday,2,Late Night
149,City,111.0,Cancelled,0.0,1,Monday,5,Early Morning
368,City,111.0,Cancelled,0.0,1,Monday,8,Morning
1927,City,111.0,Cancelled,0.0,1,Tuesday,11,Morning
2068,Airport,112.0,Cancelled,0.0,1,Tuesday,15,Afternoon
2396,Airport,112.0,Cancelled,0.0,1,Tuesday,19,Evening
2117,City,113.0,Cancelled,0.0,1,Tuesday,16,Evening
188,City,114.0,Cancelled,0.0,1,Monday,5,Early Morning
1699,City,114.0,Cancelled,0.0,1,Tuesday,8,Morning
354,City,116.0,Cancelled,0.0,1,Monday,7,Early Morning
1618,City,116.0,Cancelled,0.0,1,Tuesday,6,Early Morning
1660,City,118.0,Cancelled,0.0,1,Tuesday,7,Early Morning
174,Airport,119.0,Cancelled,0.0,1,Monday,5,Early Morning
321,City,119.0,Cancelled,0.0,1,Monday,7,Early Morning
404,City,120.0,Cancelled,0.0,1,Monday,8,Morning
2474,Airport,120.0,Cancelled,0.0,1,Tuesday,20,Night
437,City,123.0,Cancelled,0.0,1,Monday,8,Morning
122,City,124.0,Cancelled,0.0,1,Monday,5,Early Morning
848,Airport,126.0,Cancelled,0.0,1,Monday,17,Evening
1674,City,126.0,Cancelled,0.0,1,Tuesday,7,Early Morning
549,City,128.0,Cancelled,0.0,1,Monday,10,Morning
1776,Airport,128.0,Cancelled,0.0,1,Tuesday,9,Morning
492,City,129.0,Cancelled,0.0,1,Monday,9,Morning
963,Airport,129.0,Cancelled,0.0,1,Monday,18,Evening
1505,City,129.0,Cancelled,0.0,1,Tuesday,5,Early Morning
253,City,130.0,Cancelled,0.0,1,Monday,6,Early Morning
379,City,130.0,Cancelled,0.0,1,Monday,8,Morning
463,City,130.0,Cancelled,0.0,1,Monday,9,Morning
1848,City,130.0,Cancelled,0.0,1,Tuesday,9,Morning
229,City,131.0,Cancelled,0.0,1,Monday,6,Early Morning
1683,City,131.0,Cancelled,0.0,1,Tuesday,7,Early Morning
1728,City,131.0,Cancelled,0.0,1,Tuesday,8,Morning
1777,City,131.0,Cancelled,0.0,1,Tuesday,8,Morning
1868,City,131.0,Cancelled,0.0,1,Tuesday,9,Morning
1738,City,132.0,Cancelled,0.0,1,Tuesday,8,Morning
1114,Airport,134.0,Cancelled,0.0,1,Monday,20,Night
1742,City,135.0,Cancelled,0.0,1,Tuesday,8,Morning
1979,Airport,135.0,Cancelled,0.0,1,Tuesday,12,Afternoon
1555,Airport,136.0,Cancelled,0.0,1,Tuesday,6,Early Morning
2672,City,136.0,Cancelled,0.0,1,Tuesday,23,Night
164,City,137.0,Cancelled,0.0,1,Monday,5,Early Morning
466,City,138.0,Cancelled,0.0,1,Monday,9,Morning
1678,City,138.0,Cancelled,0.0,1,Tuesday,7,Early Morning
1801,City,138.0,Cancelled,0.0,1,Tuesday,9,Morning
1819,City,138.0,Cancelled,0.0,1,Tuesday,9,Morning
1697,City,139.0,Cancelled,0.0,1,Tuesday,7,Early Morning
1853,City,139.0,Cancelled,0.0,1,Tuesday,9,Morning
1955,Airport,140.0,Cancelled,0.0,1,Tuesday,11,Morning
1795,City,141.0,Cancelled,0.0,1,Tuesday,9,Morning
2049,Airport,141.0,Cancelled,0.0,1,Tuesday,14,Afternoon
556,City,142.0,Cancelled,0.0,1,Monday,10,Morning
1854,City,142.0,Cancelled,0.0,1,Tuesday,9,Morning
1897,City,142.0,Cancelled,0.0,1,Tuesday,10,Morning
2537,City,142.0,Cancelled,0.0,1,Tuesday,21,Night
1982,City,143.0,Cancelled,0.0,1,Tuesday,12,Afternoon
85,City,144.0,Cancelled,0.0,1,Monday,4,Early Morning
459,City,144.0,Cancelled,0.0,1,Monday,9,Morning
1507,City,144.0,Cancelled,0.0,1,Tuesday,5,Early Morning
317,City,145.0,Cancelled,0.0,1,Monday,7,Early Morning
1267,City,146.0,Cancelled,0.0,1,Monday,22,Night
2026,Airport,146.0,Cancelled,0.0,1,Tuesday,14,Afternoon
2150,City,146.0,Cancelled,0.0,1,Tuesday,17,Evening
2389,City,146.0,Cancelled,0.0,1,Tuesday,19,Evening
954,Airport,147.0,Cancelled,0.0,1,Monday,18,Evening
774,Airport,148.0,Cancelled,0.0,1,Monday,16,Evening
1561,City,149.0,Cancelled,0.0,1,Tuesday,6,Early Morning
1888,City,149.0,Cancelled,0.0,1,Tuesday,10,Morning
1116,Airport,150.0,Cancelled,0.0,1,Monday,20,Night
227,Airport,151.0,Cancelled,0.0,1,Monday,6,Early Morning
1434,City,151.0,Cancelled,0.0,1,Tuesday,4,Early Morning
358,City,153.0,Cancelled,0.0,1,Monday,8,Morning
865,Airport,153.0,Cancelled,0.0,1,Monday,17,Evening
1202,Airport,154.0,Cancelled,0.0,1,Monday,21,Night
1172,Airport,155.0,Cancelled,0.0,1,Monday,20,Night
1245,Airport,156.0,Cancelled,0.0,1,Monday,21,Night
1544,City,157.0,Cancelled,0.0,1,Tuesday,6,Early Morning
76,City,158.0,Cancelled,0.0,1,Monday,4,Early Morning
366,City,158.0,Cancelled,0.0,1,Monday,8,Morning
371,City,158.0,Cancelled,0.0,1,Monday,8,Morning
181,City,159.0,Cancelled,0.0,1,Monday,5,Early Morning
1503,City,159.0,Cancelled,0.0,1,Tuesday,5,Early Morning
1863,City,159.0,Cancelled,0.0,1,Tuesday,9,Morning
175,City,160.0,Cancelled,0.0,1,Monday,5,Early Morning
1749,City,160.0,Cancelled,0.0,1,Tuesday,8,Morning
319,City,161.0,Cancelled,0.0,1,Monday,7,Early Morning
439,City,161.0,Cancelled,0.0,1,Monday,8,Morning
736,City,163.0,Cancelled,0.0,1,Monday,15,Afternoon
929,Airport,163.0,Cancelled,0.0,1,Monday,18,Evening
1793,City,163.0,Cancelled,0.0,1,Tuesday,9,Morning
345,City,164.0,Cancelled,0.0,1,Monday,7,Early Morning
1051,Airport,164.0,Cancelled,0.0,1,Monday,19,Evening
261,City,165.0,Cancelled,0.0,1,Monday,6,Early Morning
525,City,165.0,Cancelled,0.0,1,Monday,9,Morning
1500,City,165.0,Cancelled,0.0,1,Tuesday,5,Early Morning
1640,City,165.0,Cancelled,0.0,1,Tuesday,7,Early Morning
1190,Airport,166.0,Cancelled,0.0,1,Monday,21,Night
1549,City,166.0,Cancelled,0.0,1,Tuesday,6,Early Morning
1623,City,167.0,Cancelled,0.0,1,Tuesday,6,Early Morning
2061,City,167.0,Cancelled,0.0,1,Tuesday,15,Afternoon
240,City,168.0,Cancelled,0.0,1,Monday,6,Early Morning
1011,Airport,168.0,Cancelled,0.0,1,Monday,19,Evening
1755,City,168.0,Cancelled,0.0,1,Tuesday,8,Morning
1893,City,168.0,Cancelled,0.0,1,Tuesday,10,Morning
177,City,169.0,Cancelled,0.0,1,Monday,5,Early Morning
1162,Airport,169.0,Cancelled,0.0,1,Monday,20,Night
1456,City,169.0,Cancelled,0.0,1,Tuesday,4,Early Morning
1472,City,169.0,Cancelled,0.0,1,Tuesday,5,Early Morning
903,City,170.0,Cancelled,0.0,1,Monday,18,Evening
1969,Airport,170.0,Cancelled,0.0,1,Tuesday,12,Afternoon
77,City,171.0,Cancelled,0.0,1,Monday,4,Early Morning
1828,City,172.0,Cancelled,0.0,1,Tuesday,9,Morning
127,City,173.0,Cancelled,0.0,1,Monday,5,Early Morning
86,City,174.0,Cancelled,0.0,1,Monday,4,Early Morning
550,City,174.0,Cancelled,0.0,1,Monday,10,Morning
2275,City,175.0,Cancelled,0.0,1,Tuesday,18,Evening
293,City,176.0,Cancelled,0.0,1,Monday,7,Early Morning
355,City,176.0,Cancelled,0.0,1,Monday,7,Early Morning
683,Airport,176.0,Cancelled,0.0,1,Monday,13,Afternoon
1490,City,176.0,Cancelled,0.0,1,Tuesday,5,Early Morning
1796,City,176.0,Cancelled,0.0,1,Tuesday,9,Morning
433,City,177.0,Cancelled,0.0,1,Monday,8,Morning
1607,City,177.0,Cancelled,0.0,1,Tuesday,6,Early Morning
2466,Airport,178.0,Cancelled,0.0,1,Tuesday,20,Night
1650,City,180.0,Cancelled,0.0,1,Tuesday,7,Early Morning
2119,City,181.0,Cancelled,0.0,1,Tuesday,16,Evening
105,City,182.0,Cancelled,0.0,1,Monday,4,Early Morning
1747,City,182.0,Cancelled,0.0,1,Tuesday,8,Morning
217,City,183.0,Cancelled,0.0,1,Monday,6,Early Morning
113,City,185.0,Cancelled,0.0,1,Monday,5,Early Morning
1558,City,185.0,Cancelled,0.0,1,Tuesday,6,Early Morning
2180,Airport,185.0,Cancelled,0.0,1,Tuesday,17,Evening
378,City,186.0,Cancelled,0.0,1,Monday,8,Morning
790,Airport,186.0,Cancelled,0.0,1,Monday,16,Evening
1700,City,186.0,Cancelled,0.0,1,Tuesday,7,Early Morning
480,City,187.0,Cancelled,0.0,1,Monday,9,Morning
1632,City,187.0,Cancelled,0.0,1,Tuesday,7,Early Morning
129,City,189.0,Cancelled,0.0,1,Monday,5,Early Morning
1569,City,190.0,Cancelled,0.0,1,Tuesday,6,Early Morning
1820,City,190.0,Cancelled,0.0,1,Tuesday,9,Morning
1840,City,190.0,Cancelled,0.0,1,Tuesday,9,Morning
224,City,191.0,Cancelled,0.0,1,Monday,6,Early Morning
1833,City,192.0,Cancelled,0.0,1,Tuesday,9,Morning
265,City,193.0,Cancelled,0.0,1,Monday,6,Early Morning
833,Airport,193.0,Cancelled,0.0,1,Monday,17,Evening
684,City,194.0,Cancelled,0.0,1,Monday,13,Afternoon
718,City,194.0,Cancelled,0.0,1,Monday,14,Afternoon
290,City,195.0,Cancelled,0.0,1,Monday,7,Early Morning
1030,Airport,195.0,Cancelled,0.0,1,Monday,19,Evening
526,City,197.0,Cancelled,0.0,1,Monday,9,Morning
1887,City,197.0,Cancelled,0.0,1,Tuesday,10,Morning
277,City,198.0,Cancelled,0.0,1,Monday,6,Early Morning
2148,City,198.0,Cancelled,0.0,1,Tuesday,17,Evening
546,City,199.0,Cancelled,0.0,1,Monday,10,Morning
1115,Airport,199.0,Cancelled,0.0,1,Monday,20,Night
383,City,200.0,Cancelled,0.0,1,Monday,8,Morning
749,Airport,200.0,Cancelled,0.0,1,Monday,15,Afternoon
18,City,201.0,Cancelled,0.0,1,Monday,1,Late Night
2125,Airport,201.0,Cancelled,0.0,1,Tuesday,16,Evening
192,City,202.0,Cancelled,0.0,1,Monday,5,Early Morning
1469,City,202.0,Cancelled,0.0,1,Tuesday,5,Early Morning
1486,City,202.0,Cancelled,0.0,1,Tuesday,5,Early Morning
1739,City,203.0,Cancelled,0.0,1,Tuesday,8,Morning
119,City,204.0,Cancelled,0.0,1,Monday,5,Early Morning
641,City,204.0,Cancelled,0.0,1,Monday,12,Afternoon
98,City,205.0,Cancelled,0.0,1,Monday,4,Early Morning
1541,City,205.0,Cancelled,0.0,1,Tuesday,6,Early Morning
130,City,206.0,Cancelled,0.0,1,Monday,5,Early Morning
268,City,206.0,Cancelled,0.0,1,Monday,6,Early Morning
644,Airport,206.0,Cancelled,0.0,1,Monday,12,Afternoon
1572,City,206.0,Cancelled,0.0,1,Tuesday,6,Early Morning
1619,City,206.0,Cancelled,0.0,1,Tuesday,6,Early Morning
1668,City,206.0,Cancelled,0.0,1,Tuesday,7,Early Morning
1707,City,206.0,Cancelled,0.0,1,Tuesday,8,Morning
2113,Airport,206.0,Cancelled,0.0,1,Tuesday,16,Evening
302,City,209.0,Cancelled,0.0,1,Monday,7,Early Morning
1137,City,209.0,Cancelled,0.0,1,Monday,20,Night
1702,City,210.0,Cancelled,0.0,1,Tuesday,8,Morning
1762,City,210.0,Cancelled,0.0,1,Tuesday,8,Morning
2373,Airport,210.0,Cancelled,0.0,1,Tuesday,19,Evening
244,City,211.0,Cancelled,0.0,1,Monday,6,Early Morning
1216,Airport,211.0,Cancelled,0.0,1,Monday,21,Night
393,City,212.0,Cancelled,0.0,1,Monday,8,Morning
419,City,212.0,Cancelled,0.0,1,Monday,8,Morning
193,City,213.0,Cancelled,0.0,1,Monday,5,Early Morning
1825,City,213.0,Cancelled,0.0,1,Tuesday,9,Morning
107,City,215.0,Cancelled,0.0,1,Monday,5,Early Morning
1594,City,215.0,Cancelled,0.0,1,Tuesday,6,Early Morning
1791,City,215.0,Cancelled,0.0,1,Tuesday,9,Morning
409,City,216.0,Cancelled,0.0,1,Monday,8,Morning
711,City,218.0,Cancelled,0.0,1,Monday,14,Afternoon
262,City,220.0,Cancelled,0.0,1,Monday,6,Early Morning
529,City,220.0,Cancelled,0.0,1,Monday,9,Morning
1537,City,220.0,Cancelled,0.0,1,Tuesday,5,Early Morning
1788,City,220.0,Cancelled,0.0,1,Tuesday,9,Morning
1730,City,222.0,Cancelled,0.0,1,Tuesday,8,Morning
2448,Airport,222.0,Cancelled,0.0,1,Tuesday,20,Night
1506,City,223.0,Cancelled,0.0,1,Tuesday,5,Early Morning
2651,City,223.0,Cancelled,0.0,1,Tuesday,22,Night
291,City,224.0,Cancelled,0.0,1,Monday,7,Early Morning
1669,City,224.0,Cancelled,0.0,1,Tuesday,7,Early Morning
157,City,226.0,Cancelled,0.0,1,Monday,5,Early Morning
1837,City,227.0,Cancelled,0.0,1,Tuesday,9,Morning
1509,City,228.0,Cancelled,0.0,1,Tuesday,5,Early Morning
1365,City,229.0,Cancelled,0.0,1,Monday,0,Late Night
1834,City,229.0,Cancelled,0.0,1,Tuesday,9,Morning
623,Airport,230.0,Cancelled,0.0,1,Monday,12,Afternoon
1521,City,230.0,Cancelled,0.0,1,Tuesday,5,Early Morning
2435,City,231.0,Cancelled,0.0,1,Tuesday,20,Night
399,City,232.0,Cancelled,0.0,1,Monday,8,Morning
1156,City,233.0,Cancelled,0.0,1,Monday,20,Night
552,City,234.0,Cancelled,0.0,1,Monday,10,Morning
589,Airport,234.0,Cancelled,0.0,1,Monday,11,Morning
1117,Airport,235.0,Cancelled,0.0,1,Monday,20,Night
185,City,236.0,Cancelled,0.0,1,Monday,5,Early Morning
1846,City,237.0,Cancelled,0.0,1,Tuesday,9,Morning
298,City,238.0,Cancelled,0.0,1,Monday,7,Early Morning
508,City,239.0,Cancelled,0.0,1,Monday,9,Morning
1419,City,239.0,Cancelled,0.0,1,Tuesday,3,Late Night
309,City,240.0,Cancelled,0.0,1,Monday,7,Early Morning
327,City,240.0,Cancelled,0.0,1,Monday,7,Early Morning
1491,City,240.0,Cancelled,0.0,1,Tuesday,5,Early Morning
414,City,242.0,Cancelled,0.0,1,Monday,8,Morning
1621,City,242.0,Cancelled,0.0,1,Tuesday,6,Early Morning
1778,City,243.0,Cancelled,0.0,1,Tuesday,9,Morning
115,City,244.0,Cancelled,0.0,1,Monday,5,Early Morning
1784,City,245.0,Cancelled,0.0,1,Tuesday,9,Morning
431,City,246.0,Cancelled,0.0,1,Monday,8,Morning
1599,City,246.0,Cancelled,0.0,1,Tuesday,6,Early Morning
1725,City,246.0,Cancelled,0.0,1,Tuesday,8,Morning
133,City,247.0,Cancelled,0.0,1,Monday,5,Early Morning
108,City,248.0,Cancelled,0.0,1,Monday,5,Early Morning
1798,City,248.0,Cancelled,0.0,1,Tuesday,9,Morning
1932,City,248.0,Cancelled,0.0,1,Tuesday,11,Morning
363,City,249.0,Cancelled,0.0,1,Monday,8,Morning
1866,City,250.0,Cancelled,0.0,1,Tuesday,9,Morning
415,Airport,251.0,Cancelled,0.0,1,Monday,8,Morning
490,City,252.0,Cancelled,0.0,1,Monday,9,Morning
464,City,253.0,Cancelled,0.0,1,Monday,9,Morning
725,Airport,253.0,Cancelled,0.0,1,Monday,15,Afternoon
2418,Airport,254.0,Cancelled,0.0,1,Tuesday,20,Night
780,Airport,255.0,Cancelled,0.0,1,Monday,16,Evening
1601,City,255.0,Cancelled,0.0,1,Tuesday,6,Early Morning
1831,Airport,255.0,Cancelled,0.0,1,Tuesday,9,Morning
471,City,258.0,Cancelled,0.0,1,Monday,9,Morning
332,City,259.0,Cancelled,0.0,1,Monday,7,Early Morning
1734,City,259.0,Cancelled,0.0,1,Tuesday,8,Morning
1703,City,260.0,Cancelled,0.0,1,Tuesday,8,Morning
1591,City,261.0,Cancelled,0.0,1,Tuesday,6,Early Morning
1876,City,261.0,Cancelled,0.0,1,Tuesday,10,Morning
743,City,263.0,Cancelled,0.0,1,Monday,15,Afternoon
485,City,264.0,Cancelled,0.0,1,Monday,9,Morning
647,City,264.0,Cancelled,0.0,1,Monday,12,Afternoon
1858,City,264.0,Cancelled,0.0,1,Tuesday,9,Morning
553,City,266.0,Cancelled,0.0,1,Monday,10,Morning
676,City,266.0,Cancelled,0.0,1,Monday,13,Afternoon
1516,City,266.0,Cancelled,0.0,1,Tuesday,5,Early Morning
1763,City,266.0,Cancelled,0.0,1,Tuesday,8,Morning
147,City,267.0,Cancelled,0.0,1,Monday,5,Early Morning
120,City,268.0,Cancelled,0.0,1,Monday,5,Early Morning
1560,City,268.0,Cancelled,0.0,1,Tuesday,6,Early Morning
166,City,269.0,Cancelled,0.0,1,Monday,5,Early Morning
1655,Airport,269.0,Cancelled,0.0,1,Tuesday,7,Early Morning
1670,City,269.0,Cancelled,0.0,1,Tuesday,7,Early Morning
1545,Airport,270.0,Cancelled,0.0,1,Tuesday,6,Early Morning
417,City,271.0,Cancelled,0.0,1,Monday,8,Morning
1437,City,271.0,Cancelled,0.0,1,Tuesday,4,Early Morning
305,City,272.0,Cancelled,0.0,1,Monday,7,Early Morning
1511,City,272.0,Cancelled,0.0,1,Tuesday,5,Early Morning
346,City,273.0,Cancelled,0.0,1,Monday,7,Early Morning
1684,City,274.0,Cancelled,0.0,1,Tuesday,7,Early Morning
2222,City,275.0,Cancelled,0.0,1,Tuesday,18,Evening
2237,City,275.0,Cancelled,0.0,1,Tuesday,18,Evening
395,City,276.0,Cancelled,0.0,1,Monday,8,Morning
495,City,276.0,Cancelled,0.0,1,Monday,9,Morning
1228,City,276.0,Cancelled,0.0,1,Monday,21,Night
1481,City,277.0,Cancelled,0.0,1,Tuesday,5,Early Morning
1616,City,277.0,Cancelled,0.0,1,Tuesday,6,Early Morning
1627,City,277.0,Cancelled,0.0,1,Tuesday,7,Early Morning
1726,City,277.0,Cancelled,0.0,1,Tuesday,8,Morning
294,City,278.0,Cancelled,0.0,1,Monday,7,Early Morning
315,City,278.0,Cancelled,0.0,1,Monday,7,Early Morning
1718,City,278.0,Cancelled,0.0,1,Tuesday,8,Morning
2122,City,278.0,Cancelled,0.0,1,Tuesday,16,Evening
2387,City,278.0,Cancelled,0.0,1,Tuesday,19,Evening
140,City,279.0,Cancelled,0.0,1,Monday,5,Early Morning
505,City,279.0,Cancelled,0.0,1,Monday,9,Morning
1877,City,280.0,Cancelled,0.0,1,Tuesday,10,Morning
1233,Airport,282.0,Cancelled,0.0,1,Monday,21,Night
1883,City,282.0,Cancelled,0.0,1,Tuesday,10,Morning
219,City,283.0,Cancelled,0.0,1,Monday,6,Early Morning
493,City,283.0,Cancelled,0.0,1,Monday,9,Morning
1575,City,283.0,Cancelled,0.0,1,Tuesday,6,Early Morning
109,City,284.0,Cancelled,0.0,1,Monday,5,Early Morning
299,City,284.0,Cancelled,0.0,1,Monday,7,Early Morning
347,City,284.0,Cancelled,0.0,1,Monday,7,Early Morning
538,City,284.0,Cancelled,0.0,1,Monday,10,Morning
441,City,286.0,Cancelled,0.0,1,Monday,9,Morning
1109,City,286.0,Cancelled,0.0,1,Monday,20,Night
1693,Airport,286.0,Cancelled,0.0,1,Tuesday,7,Early Morning
1630,City,287.0,Cancelled,0.0,1,Tuesday,7,Early Morning
186,City,288.0,Cancelled,0.0,1,Monday,5,Early Morning
2094,Airport,288.0,Cancelled,0.0,1,Tuesday,15,Afternoon
340,City,289.0,Cancelled,0.0,1,Monday,7,Early Morning
151,City,290.0,Cancelled,0.0,1,Monday,5,Early Morning
